Référence;Nom produit;Marque;Fournisseur;Catégorie;Catégorie par défaut;URL Photos;Prix d'achat;Description HTML;Quantité;TVA;P transport;Prix public;Prix original;Longueur;Profondeur;Hauteur
PN7P80;Meuble professionnel inox - L. 800 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_pn7p80.pdf;288.64;<h2>Plan neutre - gamme 700 - largeur 800 mm</h2> <p>Pensé pour les environnements de restauration intensifs, ce meuble AFI COLLIN-LUCY offre praticité et solidité pour un usage quotidien exigeant.</p> <h3>Équipements et finitions</h3><ul> <li>Construction en acier inoxydable pour une hygiène optimale avec un dessus renforcé pour plus de robustesse</li> <li>Complément indispensable des fourneaux, les plans neutres s’adaptent parfaitement aux autres appareils de la série 700</li> <li>Conception et construction étudiées pour résister aux charges lourdes et aux activités intenses des cuisines professionnelles</li> <li>Dimensions (L x P x H) : 800 x 700 x 280 mm</li> </ul>;1;20;80;451.0;451.0;800;700;280
SAL200OS;Salamandre électrique - plafond mobile - gamme 700 - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_sal200os.pdf;774.4;<h2>Salamandre électrique - plafond mobile - gamme 700</h2> <p>Fabriqué selon les standards professionnels les plus élevés, cet équipement AFI COLLIN-LUCY garantit durabilité et efficacité au quotidien.</p> <h3>Équipements et finitions</h3><ul> <li>Construction tout inox</li> <li>Appareil prévu pour gratiner, griller, cuire et maintenir en température par chauffage électrique provenant de résistances blindées situées sur le plafond mobile</li> <li>Plafond réglable en hauteur avec suspension extra souple et poignée isolante</li> <li>Deux zones de température séparées reglable par deux thermostats</li> <li>Grille support en acier inoxydable</li> <li>Bac amovible permettant un nettoyage rapide et efficace</li> <li>Possibilité de fixation murale</li> <li>Appareil livré sur piètement inox</li> <li>Tension et voltage : 230 V Mono</li> <li>Puissance : 3200 W</li> <li>Poids : 52 kg</li> <li>Dimensions (L x P x H) : 600 x 580 x 580 mm</li> </ul>;1;20;80;1210.0;1210.0;600;580;580
CPP7E40;Matériel de cuisine professionnelle - 20 L - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_cpp7e40.pdf;755.84;<h2>Cuiseur à pâtes électrique - gamme 700 - 20 l</h2> <p>Fabriqué selon les standards professionnels les plus élevés, cet équipement AFI COLLIN-LUCY garantit durabilité et efficacité au quotidien.</p> <h3>Équipements et finitions</h3><ul> <li>Cuve emboutie d’une seule pièce d’acier inoxydable sans soudure pour un nettoyage plus facile, une meilleure hygiène et une durée de vie accrue</li> <li>La cuve et la partie supérieure de l’appareil forment un dessus monobloc grâce à un assemblage spécifique</li> <li>Plage avant d’égouttage</li> <li>Cuve de 20 litres pour un rendement maximum</li> <li>Fonctionnement automatisé pour conserver la meilleure qualité d’eau de cuisson possible</li> <li>Appareil équipé de robinets eau chaude/eau froide pour le remplissage rapide et direct des cuves</li> <li>Robinet de vidange avec valve de sécurité pour vider rapidement et sans danger chaque cuve de l’appareil</li> <li>Résistances blindées assurant une montée en température rapide</li> <li>LIVRÉ AVEC : 2 PANIERS 130 X 130 X 200 H + 1 PANIER 80 X 280 X 200 H</li> <li>Volume cuve : 20 L</li> <li>Température : 30 - 110°C</li> <li>Tension et voltage : Tri 400 V</li> <li>Puissance : 5500 W</li> <li>Poids : -- kg</li> <li>Dimensions (L x P x H) : 400 x 700 x 280 mm</li> </ul>;1;20;80;1181.0;1181.0;400;700;280
BMP7G40;Équipement inox professionnel - GN 1/1 - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_bmp7g40.pdf;556.16;<h2>Bain-marie gaz - gamme 700 - gn 1/1</h2> <p>Pensé pour une utilisation intensive, cet équipement AFI COLLIN-LUCY répond aux contraintes du quotidien en cuisine professionnelle.</p> <h3>Équipements et finitions</h3><ul> <li>La cuve emboutie et la partie supérieure de l’appareil forment un dessus monobloc</li> <li>Remplissage manuel de la cuve</li> <li>Robinet de vidange avec sécurité en façade</li> <li>La température de l’eau peut-être ajustée par thermostat jusqu’à 90°C</li> <li>Un thermostat de sécurité permet d’éviter tout problème lié à une surchauffe de l’appareil</li> <li>Les modèles gaz sont équipés de brûleurs en acier inoxydable situés sous la cuve garantissant une rapide montée en température de l’eau</li> <li>Peut accueillir un bac GN 1/1</li> <li>Prévu pour bacs de 150 mm de profondeur (bacs gastronormes vendus séparément)</li> <li>Injecteur butane/propane + injecteur gaz de ville inclus</li> <li>Capacité cuve : 1 x GN 1/1</li> <li>Puissance : 2000 W</li> <li>Poids : -- kg</li> <li>Dimensions (L x P x H) : 400 x 700 x 280 mm</li> </ul>;1;20;80;869.0;869.0;400;700;280
BMP7G80;Matériel de cuisine professionnelle - GN 1/1 - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_bmp7g80.pdf;661.76;<h2>Bain-marie gaz - gamme 700 - 2 x gn 1/1</h2> <p>Fabriqué selon les standards professionnels les plus élevés, cet équipement AFI COLLIN-LUCY garantit durabilité et efficacité au quotidien.</p> <h3>Équipements et finitions</h3><ul> <li>La cuve emboutie et la partie supérieure de l’appareil forment un dessus monobloc</li> <li>Remplissage manuel de la cuve</li> <li>Robinet de vidange avec sécurité en façade</li> <li>La température de l’eau peut-être ajustée par thermostat jusqu’à 90°C</li> <li>Un thermostat de sécurité permet d’éviter tout problème lié à une surchauffe de l’appareil</li> <li>Les modèles gaz sont équipés de brûleurs en acier inoxydable situés sous la cuve garantissant une rapide montée en température de l’eau</li> <li>Avec sa barre centrale de renfort, il est conçu pour deux bacs GN 1/1</li> <li>Prévu pour bacs de 150 mm de profondeur (bacs gastronormes vendus séparément)</li> <li>Injecteur butane/propane + injecteur gaz de ville inclus</li> <li>Capacité cuve : 2 x GN 1/1</li> <li>Puissance : 4000 W</li> <li>Poids : -- kg</li> <li>Dimensions (L x P x H) : 800 x 700 x 280 mm</li> </ul>;1;20;80;1034.0;1034.0;800;700;280
BMP7E40;Matériel de cuisine professionnelle - GN 1/1 - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_bmp7e40.pdf;481.28;<h2>Bain-marie électrique - gamme 700 - gn 1/1</h2> <p>Fabriqué selon les standards professionnels les plus élevés, cet équipement AFI COLLIN-LUCY garantit durabilité et efficacité au quotidien.</p> <h3>Équipements et finitions</h3><ul> <li>La cuve emboutie et la partie supérieure de l’appareil forment un dessus monobloc</li> <li>Remplissage manuel de la cuve</li> <li>Robinet de vidange avec sécurité en façade</li> <li>Sur les modèles électriques, les résistances en silicones ultra plates non apparentes sont situées sous la cuve emboutie pour faciliter le nettoyage de l’appareil</li> <li>La température de l’eau peut-être ajustée par thermostat jusqu’à 90°C</li> <li>Un thermostat de sécurité permet d’éviter tout problème lié à une surchauffe de l’appareil</li> <li>Peut accueillir un bac GN 1/1</li> <li>Prévu pour bacs de 150 mm de profondeur (bacs gastronormes vendus séparément)</li> <li>Capacité cuve : 1 x GN 1/1</li> <li>Température : 30 - 90°C</li> <li>Tension et voltage : 230 V Mono</li> <li>Puissance : 1000 W</li> <li>Poids : -- kg</li> <li>Dimensions (L x P x H) : 400 x 700 x 280 mm</li> </ul>;1;20;80;752.0;752.0;400;700;280
BMP7E80;Équipement inox professionnel - GN 1/1 - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_bmp7e80.pdf;661.76;<h2>Bain-marie électrique - gamme 700 - 2 x gn 1/1</h2> <p>Alliant robustesse et performance, cet équipement AFI COLLIN-LUCY s'impose comme un choix fiable pour les professionnels de la restauration.</p> <h3>Équipements et finitions</h3><ul> <li>La cuve emboutie et la partie supérieure de l’appareil forment un dessus monobloc</li> <li>Remplissage manuel de la cuve</li> <li>Robinet de vidange avec sécurité en façade</li> <li>Sur les modèles électriques, les résistances en silicones ultra plates non apparentes sont situées sous la cuve emboutie pour faciliter le nettoyage de l’appareil</li> <li>La température de l’eau peut-être ajustée par thermostat jusqu’à 90°C</li> <li>Un thermostat de sécurité permet d’éviter tout problème lié à une surchauffe de l’appareil</li> <li>Avec sa barre centrale de renfort, il est conçu pour deux bacs GN 1/1</li> <li>Prévu pour bacs de 150 mm de profondeur (bacs gastronormes vendus séparément)</li> <li>Capacité cuve : 2 x GN 1/1</li> <li>Température : 30 - 90°C</li> <li>Tension et voltage : 230 V Mono</li> <li>Puissance : 2000 W</li> <li>Poids : -- kg</li> <li>Dimensions (L x P x H) : 800 x 700 x 280 mm</li> </ul>;1;20;80;1034.0;1034.0;800;700;280
MA7G60I;Matériel de cuisine professionnelle - 60 L - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_ma7g60i.pdf;3249.28;<h2>Marmite gaz - chauffe indirecte - gamme 700 - 60 l</h2> <p>Alliant robustesse et performance, cet équipement AFI COLLIN-LUCY s'impose comme un choix fiable pour les professionnels de la restauration.</p> <h3>Équipements et finitions</h3><ul> <li>Les marmites de la série 700 avec leurs cuves embouties circulaires offrent aux cuisiniers un large choix de préparation</li> <li>Cuve emboutie d’une seule pièce permettant un nettoyage plus aisé et une longévité accrue</li> <li>Le couvercle doublé garantit une meilleure isolation qui permet une cuisson plus rapide et fait baisser la consommation d’énergie en conservant un excellent rendement</li> <li>Le système de contrepoids facilite l’ouverture et la fermeture du couvercle</li> <li>Le système de chauffe indirecte génère de la vapeur à 110°C circulant uniformément dans la double paroi de la cuve. Cette vapeur va permettre d’obtenir une température de cuisson homogène sur l’ensemble de la cuve, de la base aux côtés de cette dernière</li> <li>Les modèles gaz sont pourvus de brûleurs micro-perforés en acier inoxydable modifiés pour améliorer leur robustesse et leur longévité. Ils sont équipés de thermocouple.</li> <li>Robinet de vidange avec poignée athermique</li> <li>Manomètre permettant un contrôle instantané de la pression dans la double paroi de la cuve avec soupape de contrôle pour l’évacuation de la vapeur</li> <li>Les témoins lumineux en façade permettent à l’utilisateur de contrôler à tout moment le fonctionnement de l’appareil</li> <li>Allumage Piezo</li> <li>Chaque marmite est équipée d’un robinet eau chaude/eau froide avec manette de commande en façade pour le remplissage de la cuve via un mitigeur chromé implanté sur le dessus de l’appareil</li> <li>Le remplissage et la mise à niveau en eau de la double paroi se font par simple pression sur un bouton de commande situé en façade</li> <li>Un thermostat de sécurité permet de protéger l’appareil et d’éviter les surchauffes liées à un niveau d’eau insuffisant dans la double paroi</li> <li>Injecteur butane/propane + injecteur gaz de ville inclus</li> <li>Type de chauffe : Indirecte</li> <li>Volume : 60 L</li> <li>Tension et voltage : 230 V Mono</li> <li>Alimentation : Gaz</li> <li>Puissance : 11000 W</li> <li>Poids : -- kg</li> <li>Dimensions (L x P x H) : 800 x 700 x 850 mm</li> </ul>;1;20;80;5077.0;5077.0;800;700;850
MA7G60D;Matériel de cuisine professionnelle - 60 L - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_ma7g60d.pdf;2729.6;<h2>Marmite gaz - chauffe directe - gamme 700 - 60 l</h2> <p>Pensé pour une utilisation intensive, cet équipement AFI COLLIN-LUCY répond aux contraintes du quotidien en cuisine professionnelle.</p> <h3>Équipements et finitions</h3><ul> <li>Les marmites de la série 700 avec leurs cuves embouties circulaires offrent aux cuisiniers un large choix de préparation</li> <li>Cuve emboutie d’une seule pièce permettant un nettoyage plus aisé et une longévité accrue</li> <li>Le couvercle doublé garantit une meilleure isolation qui permet une cuisson plus rapide et fait baisser la consommation d’énergie en conservant un excellent rendement</li> <li>Le système de contrepoids facilite l’ouverture et la fermeture du couvercle</li> <li>Les modèles gaz sont pourvus de brûleurs micro-perforés en acier inoxydable modifiés pour améliorer leur robustesse et leur longévité. Ils sont équipés de thermocouple.</li> <li>Robinet de vidange avec poignée athermique</li> <li>Manomètre permettant un contrôle instantané de la pression dans la double paroi de la cuve (modèle à chauffe indirecte) avec soupape de contrôle pour l’évacuation de la vapeur</li> <li>Les témoins lumineux en façade permettent à l’utilisateur de contrôler à tout moment le fonctionnement de l’appareil</li> <li>Allumage Piezo</li> <li>Chaque marmite est équipée d’un robinet eau chaude/eau froide avec manette de commande en façade pour le remplissage de la cuve via un mitigeur chromé implanté sur le dessus de l’appareil</li> <li>Le remplissage et la mise à niveau en eau de la double paroi se font par simple pression sur un bouton de commande situé en façade</li> <li>Un thermostat de sécurité permet de protéger l’appareil et d’éviter les surchauffes liées à un niveau d’eau insuffisant dans la double paroi</li> <li>Injecteur butane/propane + injecteur gaz de ville inclus</li> <li>Type de chauffe : Directe</li> <li>Volume : 60 L</li> <li>Tension et voltage : 230 V Mono</li> <li>Alimentation : Gaz</li> <li>Puissance : 11000 W</li> <li>Poids : -- kg</li> <li>Dimensions (L x P x H) : 800 x 700 x 850 mm</li> </ul>;1;20;80;4265.0;4265.0;800;700;850
MA7E60I;Matériel professionnel de restauration - 60 L - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_ma7e60i.pdf;2946.56;<h2>Marmite électrique - chauffe indirecte - gamme 700 - 60 l</h2> <p>Cet équipement professionnel AFI COLLIN-LUCY a été conçu pour répondre aux exigences les plus strictes de la restauration et de la cuisine collective.</p> <h3>Équipements et finitions</h3><ul> <li>Les marmites de la série 700 avec leurs cuves embouties circulaires offrent aux cuisiniers un large choix de préparation</li> <li>Cuve emboutie d’une seule pièce permettant un nettoyage plus aisé et une longévité accrue</li> <li>Le couvercle doublé garantit une meilleure isolation qui permet une cuisson plus rapide et fait baisser la consommation d’énergie en conservant un excellent rendement</li> <li>Le système de contrepoids facilite l’ouverture et la fermeture du couvercle</li> <li>Le système de chauffe indirecte génère de la vapeur à 110°C circulant uniformément dans la double paroi de la cuve. Cette vapeur va permettre d’obtenir une température de cuisson homogène sur l’ensemble de la cuve, de la base aux côtés de cette dernière</li> <li>Robinet de vidange avec poignée athermique</li> <li>Manomètre permettant un contrôle instantané de la pression dans la double paroi de la cuve (modèle à chauffe indirecte) avec soupape de contrôle pour l’évacuation de la vapeur</li> <li>Les témoins lumineux en façade permettent à l’utilisateur de contrôler à tout moment le fonctionnement de l’appareil</li> <li>Chaque marmite est équipée d’un robinet eau chaude/eau froide avec manette de commande en façade pour le remplissage de la cuve via un mitigeur chromé implanté sur le dessus de l’appareil</li> <li>Le remplissage et la mise à niveau en eau de la double paroi se font par simple pression sur un bouton de commande situé en façade</li> <li>Un thermostat de sécurité permet de protéger l’appareil et d’éviter les surchauffes liées à un niveau d’eau insuffisant dans la double paroi</li> <li>Les résistances blindées des modèles électriques sont situées en partie basse</li> <li>Type de chauffe : Indirecte</li> <li>Volume : 60 L</li> <li>Tension et voltage : Tri 400 V</li> <li>Puissance : 9000 W</li> <li>Poids : -- kg</li> <li>Dimensions (L x P x H) : 800 x 700 x 850 mm</li> </ul>;1;20;80;4604.0;4604.0;800;700;850
SA7G50;Matériel de cuisine professionnelle - 50 L - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_sa7g50.pdf;3084.8;<h2>Sauteuse gaz - gamme 700 - 50 l</h2> <p>Pensé pour une utilisation intensive, cet équipement AFI COLLIN-LUCY répond aux contraintes du quotidien en cuisine professionnelle.</p> <h3>Équipements et finitions</h3><ul> <li>Fond de cuve de 8 mm d’épaisseur en acier inoxydable ultrarésistant</li> <li>Brûleurs haute performance en acier inoxydable avec thermocouple</li> <li>Panneau de commande en façade simple et intuitif regroupant toutes les informations nécessaires au fonctionnement de l’appareil</li> <li>Extinction automatique des brûleurs gaz lorsque la cuve est relevée</li> <li>Ré-allumage automatique de ces éléments lorsque la cuve est remise en position normale de fonctionnement (mode cuisson)</li> <li>Régulation thermostatique de la température de 120°C à 300°C</li> <li>Thermostat de sécurité</li> <li>Meilleure maîtrise des dépenses de gaz grâce au régulateur permettant une gestion active de la consommation tout en générant un excellent rendement énergétique</li> <li>Isolation permettant une moindre dissipation de la chaleur et de l’énergie</li> <li>Relevage de cuve manuel, électrique en option</li> <li>Cuve sans soudure apparente afin de faciliter le nettoyage</li> <li>Les sauteuses sont équipées d’un robinet eau chaude/eau froide permettant de remplir la cuve directement par un mitigeur chromé situé sur le dessus de l’appareil</li> <li>Couvercle doublé pour une meilleure isolation de la cuve</li> <li>Cuisson plus rapide et plus économique</li> <li>Système avec contrepoids facilitant l’ouverture et la fermeture du couvercle</li> <li>Injecteur butane/propane + injecteur gaz de ville inclus</li> <li>Volume : 50 L</li> <li>Tension et voltage : 230 V Mono</li> <li>Alimentation : Gaz</li> <li>Dimesions cuve (L x P x H) : 673 x 384 x 184 mm</li> <li>Puissance : 13000 W</li> <li>Poids : -- kg</li> <li>Dimensions (L x P x H) : 800 x 700 x 850 mm</li> </ul>;1;20;80;4820.0;4820.0;800;700;850
SA7E50;Équipement professionnel de cuisine - 50 L - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_sa7e50.pdf;2748.8;<h2>Sauteuse électrique - gamme 700 - 50 l</h2> <p>Cet équipement professionnel AFI COLLIN-LUCY a été conçu pour répondre aux exigences les plus strictes de la restauration et de la cuisine collective.</p> <h3>Équipements et finitions</h3><ul> <li>Fond de cuve de 8 mm d’épaisseur en acier inoxydable ultrarésistant</li> <li>Résistances blindées placées sous la cuve dispensent une chaleur homogène sur l’ensemble de la surface de cuisson</li> <li>Panneau de commande en façade simple et intuitif regroupant toutes les informations nécessaires au fonctionnement de l’appareil</li> <li>Extinction automatique des résistances électriques lorsque la cuve est relevée</li> <li>Ré-allumage automatique de ces éléments lorsque la cuve est remise en position normale de fonctionnement (mode cuisson)</li> <li>Régulation thermostatique de la température de 50°C à 300°C</li> <li>Thermostat de sécurité</li> <li>Meilleure maîtrise des dépenses d’électricité grâce au régulateur permettant une gestion active de la consommation tout en générant un excellent rendement énergétique</li> <li>Isolation permettant une moindre dissipation de la chaleur et de l’énergie</li> <li>Relevage de cuve manuel, électrique en option</li> <li>Cuve sans soudure apparente afin de faciliter le nettoyage</li> <li>Les sauteuses sont équipées d’un robinet eau chaude/eau froide permettant de remplir la cuve directement par un mitigeur chromé situé sur le dessus de l’appareil</li> <li>Couvercle doublé pour une meilleure isolation de la cuve</li> <li>Cuisson plus rapide et plus économique</li> <li>Système avec contrepoids facilitant l’ouverture et la fermeture du couvercle</li> <li>Volume : 50 L</li> <li>Tension et voltage : Tri 400 V</li> <li>Dimesions cuve (L x P x H) : 673 x 384 x 184 mm</li> <li>Puissance : 7500 W</li> <li>Poids : -- kg</li> <li>Dimensions (L x P x H) : 801 x 700 x 850 mm</li> </ul>;1;20;80;4295.0;4295.0;801;700;850
S7P40;Matériel de cuisine professionnelle - 1 porte - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_s7p40.pdf;256.0;<h2>Soubassement avec 1 porte - gamme 700 - larg 400 mm</h2> <p>Fabriqué selon les standards professionnels les plus élevés, cet équipement AFI COLLIN-LUCY garantit durabilité et efficacité au quotidien.</p> <h3>Équipements et finitions</h3><ul> <li>Les soubassements sont prévus pour s’adapter parfaitement à tous les appareils de la gamme 700</li> <li>Prévus pour supporter des charges importantes, les larges bases des soubassements sont conçues pour stocker et ranger les accessoires, les équipements ou les ingrédients</li> <li>Portes doublées avec poignées ergonomiques et fermetures magnétiques</li> <li>Dimensions (L x P x H) : 400 x 630 x 570 mm</li> </ul>;1;20;80;400.0;400.0;400;630;570
S7P80;Matériel professionnel de restauration - 2 portes - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_s7p80.pdf;396.8;<h2>Soubassement avec 2 portes - gamme 700 - larg 800 mm</h2> <p>Cet équipement professionnel AFI COLLIN-LUCY a été conçu pour répondre aux exigences les plus strictes de la restauration et de la cuisine collective.</p> <h3>Équipements et finitions</h3><ul> <li>Les soubassements sont prévus pour s’adapter parfaitement à tous les appareils de la gamme 700</li> <li>Prévus pour supporter des charges importantes, les larges bases des soubassements sont conçues pour stocker et ranger les accessoires, les équipements ou les ingrédients</li> <li>Portes doublées avec poignées ergonomiques et fermetures magnétiques</li> <li>Dimensions (L x P x H) : 800 x 630 x 570 mm</li> </ul>;1;20;80;620.0;620.0;800;630;570
S7SP40;Soubassement sans porte - gamme 700 - larg 400 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_s7sp40.pdf;163.2;<h2>Soubassement sans porte - gamme 700 - larg 400 mm</h2> <p>Alliant robustesse et performance, cet équipement AFI COLLIN-LUCY s'impose comme un choix fiable pour les professionnels de la restauration.</p> <h3>Équipements et finitions</h3><ul> <li>Les soubassements sont prévus pour s’adapter parfaitement à tous les appareils de la gamme 700</li> <li>Prévus pour supporter des charges importantes, les larges bases des soubassements sont conçues pour stocker et ranger les accessoires, les équipements ou les ingrédients</li> <li>Les soubassements sont disponibles avec portes</li> <li>Les portes peuvent être commandées ultérieurement. Elles sont prévues pour s’adapter à tous les modèles de soubassement avec un montage simple</li> <li>Dimensions (L x P x H) : 400 x 580 x 570 mm</li> </ul>;1;20;20;255.0;255.0;400;580;570
S7SP80;Soubassement sans porte - gamme 700 - larg 800 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_s7sp80.pdf;209.92;<h2>Soubassement sans porte - gamme 700 - larg 800 mm</h2> <p>Alliant robustesse et performance, cet équipement AFI COLLIN-LUCY s'impose comme un choix fiable pour les professionnels de la restauration.</p> <h3>Équipements et finitions</h3><ul> <li>Les soubassements sont prévus pour s’adapter parfaitement à tous les appareils de la gamme 700</li> <li>Prévus pour supporter des charges importantes, les larges bases des soubassements sont conçues pour stocker et ranger les accessoires, les équipements ou les ingrédients</li> <li>Les soubassements sont disponibles avec portes</li> <li>Les portes peuvent être commandées ultérieurement. Elles sont prévues pour s’adapter à tous les modèles de soubassement avec un montage simple</li> <li>Dimensions (L x P x H) : 800 x 580 x 570 mm</li> </ul>;1;20;80;328.0;328.0;800;580;570
F2AP9G40;Élément top - 2 feux vifs - gamme 900 - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_f2ap9g40.pdf;803.2;<h2>Élément top - 2 feux vifs - gamme 900</h2> <p>Alliant robustesse et performance, cet équipement AFI COLLIN-LUCY s'impose comme un choix fiable pour les professionnels de la restauration.</p> <h3>Équipements et finitions</h3><ul> <li>2 brûleurs disponibles</li> <li>Brûleurs équipés de veilleuse et de sécurité par thermocouple</li> <li>Coins arrondis pour faciliter le nettoyage</li> <li>Brûleurs en laiton spécialement conçus pour améliorer la puissance et l’efficacité de la combustion</li> <li>Dessus renforcé de 2 mm monobloc</li> <li>Finition céramique noire sur toutes les grilles support en fonte pour une résistance et une longévité accrue. Ce procédé permet également un nettoyage des grilles au lave-vaisselle pour une propreté et une hygiène optimale</li> <li>Injecteur butane/propane + injecteur gaz de ville inclus</li> <li>Puissance des brûleurs : 6 + 10 kW</li> <li>Puissance : 16000 W</li> <li>Poids : -- kg</li> <li>Dimensions (L x P x H) : 400 x 900 x 280 mm</li> </ul>;1;20;80;1255.0;1255.0;400;900;280
F4AP9G80;Élément top - 4 feux vifs - gamme 900 - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_f4ap9g80.pdf;1420.8;<h2>Élément top - 4 feux vifs - gamme 900</h2> <p>Alliant robustesse et performance, cet équipement AFI COLLIN-LUCY s'impose comme un choix fiable pour les professionnels de la restauration.</p> <h3>Équipements et finitions</h3><ul> <li>4 brûleurs disponibles</li> <li>Brûleurs équipés de veilleuse et de sécurité par thermocouple</li> <li>Coins arrondis pour faciliter le nettoyage</li> <li>Brûleurs en laiton spécialement conçus pour améliorer la puissance et l’efficacité de la combustion</li> <li>Dessus renforcé de 2 mm monobloc</li> <li>Finition céramique noire sur toutes les grilles support en fonte pour une résistance et une longévité accrue. Ce procédé permet également un nettoyage des grilles au lave-vaisselle pour une propreté et une hygiène optimale</li> <li>Injecteur butane/propane + injecteur gaz de ville inclus</li> <li>Puissance des brûleurs : 2 x 6 kW + 2 x 10 kW</li> <li>Puissance : 32000 W</li> <li>Poids : -- kg</li> <li>Dimensions (L x P x H) : 800 x 900 x 280 mm</li> </ul>;1;20;80;2220.0;2220.0;800;900;280
F6AP9G120;Élément top - 6 feux vifs - gamme 900 - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_f6ap9g120.pdf;1965.44;<h2>Élément top - 6 feux vifs - gamme 900</h2> <p>Alliant robustesse et performance, cet équipement AFI COLLIN-LUCY s'impose comme un choix fiable pour les professionnels de la restauration.</p> <h3>Équipements et finitions</h3><ul> <li>6 brûleurs disponibles</li> <li>Brûleurs équipés de veilleuse et de sécurité par thermocouple</li> <li>Coins arrondis pour faciliter le nettoyage</li> <li>Brûleurs en laiton spécialement conçus pour améliorer la puissance et l’efficacité de la combustion</li> <li>Dessus renforcé de 2 mm monobloc</li> <li>Finition céramique noire sur toutes les grilles support en fonte pour une résistance et une longévité accrue. Ce procédé permet également un nettoyage des grilles au lave-vaisselle pour une propreté et une hygiène optimale</li> <li>Injecteur butane/propane + injecteur gaz de ville inclus</li> <li>Puissance des brûleurs : 3 x 6 kW + 3 x 10 kW</li> <li>Puissance : 48000 W</li> <li>Poids : -- kg</li> <li>Dimensions (L x P x H) : 1200 x 900 x 280 mm</li> </ul>;1;20;80;3071.0;3071.0;1200;900;280
